"Response","tweets"
"positive","the generosity of strangers who collaborate for a  portrait is still awesome   streetphotography   harlem  nyc  https   t co q0jmp6mz0a"
"positive","amazing item available  20  50 free worldwide shipping       tiedyeshirt  tiedyenails  gamistiedye  tiedyeisart  https   t co wmy1qif9uv"
"neutral","rt  delmarstu                                                                                          ai  bigdata  robotics  lovelabs  thr "
"neutral","check out apple iphone 6s plus 16gb unlocked bundle https   t co pzjxyd6ruy   ebay uk   retweetplease  apple  iphone  buy"
"positive"," bleach  iphone  anime bleach wallpaper big update   you can get 2013 calendar   https   t co o0vwtkfgg2 fit iphone  https   t co c9rfecsp69"
"neutral","first blood  iphone  cable https   t co fynbzsp8bu"
"neutral"," wallpaper  wallpapers  iphone   iphonexsmax  iphonexs  iphonex  iphonexr  instagram  telegram  social   you can al  https   t co 2qxodpvxsi"
"positive","it can be found here  https   t co c1vnad2omn  anker  review  ankerreview  lightning  apple  iphone  ankerusbc  https   t co y9byol3ezh"
"neutral","shadow on the wall    vscopoland  vscowarsaw  igerspoland  igers  ourpoland  shadow  architecture  architectureporn  https   t co faoehghlrx"
"positive","price drop   my little princess   wiza  on sale for  iphone  ipad  2 99  gt  gt  free https   t co zpurwbulow https   t co vtz2dlvj6q"
"positive","mini valet and the paintwork polished up by hand  valeting  lincolnshire  humberside  polish  shine  gloss  depth  https   t co r7gvtctotk"
"positive","it appears att is testing  5ge in longwood  fl         att  yourthing  fast  thefuture  wireless  iphone  carrier  https   t co plccpv8hfk"
"positive","rt  vip ent ceo   neww  support   can  buy my  catching dreams   single on  itunes for  0 99     https   t co qphaeep6ir   or  search  theg "
"positive","rt  techinrl  make the most of your airpods   how to use airpods properly   https   t co n1zkoh1czj  airpods  airpod  airpods  airpods  app "
"positive","rt  creaturesstore  evil flower bug vintage protective case mate tough extreme iphone 8 7 case https   t co t33iokxbjv  zazzle  iphonecase "
"neutral","rt  fresk0          wallpapers  iphone    spacewave  wallpaper for      iphonexsmax    iphonexs    iphonex    iphonexr   all other  iphone "
"neutral","rt  iphoneaddictfr whatsapp business est maintenant disponible sur  iphone    https   t co bqtk5usabc https   t co dz7ltwdr75"
"neutral","tweeting about apple  find out how to add the   using an iphone or ipad  apple  iphone  ipad  https   t co xc40lk9wxl"
"positive","this ring holder makes your phone easy to hold and doubles as a kickstand  only  4 99  https   t co pr4meg0rum  https   t co kxrqtjvfjd"
"neutral","anyone know where my space gone on my iphone  ios  iphone  jailbreak https   t co 2pgar9mp8e"
"positive"," cacoteoradio la primera emisora de reggaeton en linea a nivel mundial 24 7    visit https   t co 85q6anhlc8 and hi  https   t co oyrykdz0j0"
"positive","best iphone apps for writers  https   t co gsgdfiml0m    iphone  ipad  writer  blogger"
"negative","do the bus stop     busstop  iphone  earlymorning  yawn  winterscoming  backlightmakeseverythingalright  shadows  https   t co zqkzeaczao"
"positive","computer programming is fun  i ve been writing code since i was 12 years old   next month  i turn 49 and i m now  https   t co txyzqspidk"
"positive","omfg  how i ve missed my  note8 after using my  iphone for a little over a month  i m glad to be back on  android   "
"neutral","until more people watch you discussing business live than swapping an  apple  iphone home button     https   t co qdk84ks6ma"
"positive","enough is enough    disappointed after straight 4rd week s  redminote7pro flash sale   i will never ever buy redmi  https   t co 29lu14gydm"
"positive","purple feather magic mandala clear phone case   mandalaphonecase  purple  feather  mandalas  phonecase  iphonecase  https   t co nzozmchmqh"
"positive","rt  babyboypics  don t be afraid of change                              newyork  1  ny  truth  travel  positivevibes  inspirationalquotes   "
"positive","good news for iphone lovers  iphone xr now available in india with discount price  get a move on before it ends  https   t co tlqkwuijn7"
"negative","can you name which dive site s mooring line this is  shot with brad s of float n  flag dive centre  iphone in a  https   t co 1pzdpwog3d"
"neutral","guess the word   get the idiom  trivia  quizgame for  iphone  amp   ipad  itunes  appstore https   t co 9pd5fc0rbj  blogger"
"positive","this guy  what a sweetheart  repost  just having some fun today           iphone   bw  blackandwhitephotography  https   t co jslximl0co"
"positive","rt  krustyhotdogs  one of our tv stands in its new home    home  love  family  isuzupup  dealt  ryobi  wood  rustic  avalanche  toyota  you "
"positive","get 25  off everything   decor  unique  design by kathrinmay https   t co gnzlhal64m via  society6  society6  https   t co 4jaeqynhfz"
"positive"," iphone  funny this is how you get caught red handed   heat sensor case for iphones https   t co 5ulfkdlfyn"
"positive","our powerbank plus is the most powerful of our range  in fact  it can even charge an iphone x nearly 3 times  or tw  https   t co 08rolo9wqq"
"positive","i am listening to  dream theater   afterlife   metal express radio        https   t co ww0vsd3lf6    applemusic     https   t co yobzm88ebn"
"neutral","20  off everything today    use code stuff  expires 8 4 19   11 59pm  check out my designs or various  quality prod  https   t co ax6fqzmwrz"
"positive","here s how to clear  applenews history on  iphone   ipad  and  mac https   t co hqgqobymcv https   t co rmpfsbqnmy"
"positive"," bible verse found with words of jesus each day by  roboticode for  android  iphone  kindle   dailyinspiration https   t co bhxnp2icms"
"negative"," apple s dropping price s of  iphone s https   t co arxfthza4e  pubg mobile  pubg    pubg      pubgclips  pubggad  https   t co mkflfu8maw"
"positive","all users need to do is take advantage of the  hey siri  feature  which activates the digital assistant once those  https   t co 7btpo0r3zz"
"neutral","how to show battery percentage on galaxy s10  s10 plus and s10e   iphone https   t co zov60mqtyd https   t co 2cgbnj81jm"
"negative","missing hawaii  iphone  kauai https   t co qnt2oxjr1w"
"neutral"," scanandride  mobike  wijnhaven  iphone  hefe   cubic houses of rotterdam https   t co pvznisywmq"
"negative","iphone repair scam    two held for duping apple for rs 6 crore  face federal charges    chinese    iphone  https   t co emppi37vnx"
"neutral","trackmedia doningtonpark  automotivephotography  motorsportphotography  freelancephotographer  thursdaytestday  https   t co yvv9jfxspz"
"neutral","256gb apple iphone 8 plus for  619 at gazelle   230 off  no contract  30 day return   apple  iphone  iphone8plus https   t co nxxxlbay0z"
"positive","price drop   play mirror cast for shar  on sale for  iphone  ipad  2 99  gt  gt  free https   t co g3yfrjpljk https   t co knqrsgkhae"
"negative","warrior in vans     ivansonsegal    warrior  sarawak  springbazaar  vans  tattoo  kin  ngajat  dancelife  iphone  https   t co qffq6laskx"
"neutral","trying some lenses for the phone that i got a long time ago  but never used until now   blooming  lenses  iphone  https   t co khmmevgyhx"
"positive"," codeunlock neter air 2 0 pro unlock sim    unlocks most major carriers instantly https   t co gt5cgoin0s  https   t co 5gm3lybe9b"
"positive","c est si bon french optimism phones   and mugs and shirts and accessories   https   t co vrjlw9dtc9  redbubble  https   t co hdhwiiqu23"
"positive","for iphone x xs max xr shockproof plating clear slim hybrid bumper case cover price   4 95 buy at ebay here   https   t co g3o9dfwian"
"positive","the whatsapp business app is now available for the iphone  https   t co vfpx2rgfxr    socialprodaily  whatsapp  ios  iphone  app"
"positive"," bible verse found with identity in christ daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co 5uslyklwuq"
"neutral","the pc gaming show at e3 returns on june 10th  pc gamer s annual show will be entering its fifth iteration this yea  https   t co 2khfi7txn1"
"positive","bts army bt21 love yourself answer case for iphone 6 6  6s 6s  7 7  8 8  cover  https   t co kcemw7zkye via  ebay  https   t co w7k8dlevrh"
"positive","like and share if you want this modern pattern style phone case   covers for women samsung tag a friend who would l  https   t co c25w4jgak1"
"neutral","an alleged rear chassis supposed to be for 2019 iphone has triple lens camera markings  iphone  https   t co wj6iihxitf"
"positive","my favorite feature of  ios 12 2 is the ability to control my tv speaker volume from my  iphone and  ipad "
"neutral","     sakura fireworks   cherry blossoms with the fireworks                2019            2019   japan  sakura  https   t co oe3qff4ndx"
"positive","iphone 7   from  249 99    325 00 depending on gb option   see link for further details   https   t co ehg19kvkxj  https   t co 7sh30p4zug"
"neutral","find your airpods  https   t co ekvfn11o4f  airpods  airpods  airpods  headphones  iphone  apple  tutorial"
"neutral","apple drops homepod price to  apple  latestnews  apple  homeautomation  homepod  iphone  iphonexr  uncategorized https   t co jftsyqvulr"
"negative","have a couple of  iphone shots left  so here s another one edited into  anime colour style   kehrwiederspitze  https   t co xm3gjpygph"
"negative","rocky 40  landscape  timelapse  camera  people  josuegonzalez  rocky  box  iphone  sport  topmodel  fashion https   t co m21d5s40aj"
"neutral","rt  christmastrend   embiid  dragrace  collegeslam  usavaus  fearthedeertriple double  uswnt  mike scott  bledsoe  presley hudson  iphone   "
"positive","seeing as  apple  iphone is probably the main reason i have thousands of dollars of apple products and accessories   https   t co ew3smkinsx"
"positive","rt  collectcartoons  p c  vey from barron s available for licensing on https   t co fx0ahefqdg     cartoons  business  apps  cartooncollect "
"neutral","i designed an iphone wallpaper  fell free to use it      stayweird  iphone  wallpaper  graphicdesigner  freetouse https   t co bi3amil14w"
"positive","after 8 nice years  bye bye  apple  i had to switch from  iphone to  android due to your pricing policy and lack of innovation "
"positive","grab your old  new mobile from one of the most trusted old mobile seller  exchangemobi with emi option with bajaj f  https   t co an6l5ojoqo"
"positive","walmart 3408 is also ready to go  so far  1 new on the board for today and shooting for a total of 5     clubnation  https   t co lzwwng5wox"
"positive","check out genuine apple iphone 8   iphone 7 leather taupe case    mqh62zm a   apple  iphone  iphone8  taupe  https   t co mkoq3xjlwg"
"positive","win  iphone xs on  amazon participate in  quiztimemorningswithamazon  this quiz is only available on amazon  app   https   t co fzt4vzfo6g"
"positive","whatsapp business for iphone rollout begins worldwide including india  here is what it does   news18    whatsapp  https   t co upfjbv3egp"
"positive","baguette       baking  boulangiere  chef  baker  fresh  baguette  france  paris  pain  bread  sourdough  culture  https   t co dj5kqmgrsa"
